taxon	accession	organism	serogroup
BAE97681|Batai_virus	BAE97681	Batai virus	Bunyamwera
AFY52613|Batai_virus	AFY52613	Batai virus	Bunyamwera
UZT55199|Batai_virus	UZT55199	Batai virus	Bunyamwera
AKM28563|Batai_virus	AKM28563	Batai virus	Bunyamwera
UEP19792|Batai_virus	UEP19792	Batai virus	Bunyamwera
AHZ64961|Calovo_virus	AHZ64961	Calovo virus	Bunyamwera
AHZ64959|Calovo_virus	AHZ64959	Calovo virus	Bunyamwera
AGM39997|Batai_virus	AGM39997	Batai virus	Bunyamwera
AGM40001|Batai_virus	AGM40001	Batai virus	Bunyamwera
AGM34035|Calovo_virus	AGM34035	Calovo virus	Bunyamwera
AHZ64963|Calovo_virus	AHZ64963	Calovo virus	Bunyamwera
AHZ64965|Calovo_virus	AHZ64965	Calovo virus	Bunyamwera
AXR75705|Batai_virus	AXR75705	Batai virus	Bunyamwera
ALN13321|Anadyr_virus	ALN13321	Anadyr virus	Bunyamwera
ALN13301|Anadyr_virus	ALN13301	Anadyr virus	Bunyamwera
ALN13297|Anadyr_virus	ALN13297	Anadyr virus	Bunyamwera
ALN13293|Anadyr_virus	ALN13293	Anadyr virus	Bunyamwera
ALN13305|Anadyr_virus	ALN13305	Anadyr virus	Bunyamwera
ALN13265|Anadyr_virus	ALN13265	Anadyr virus	Bunyamwera
ALN13273|Anadyr_virus	ALN13273	Anadyr virus	Bunyamwera
ALN13313|Anadyr_virus	ALN13313	Anadyr virus	Bunyamwera
AXP31996|Anadyr_virus	AXP31996	Anadyr virus	Bunyamwera
ALN13281|Anadyr_virus	ALN13281	Anadyr virus	Bunyamwera
ALN13269|Anadyr_virus	ALN13269	Anadyr virus	Bunyamwera
ALN13309|Anadyr_virus	ALN13309	Anadyr virus	Bunyamwera
ANB45707|Anadyr_virus	ANB45707	Anadyr virus	Bunyamwera
ALN13285|Anadyr_virus	ALN13285	Anadyr virus	Bunyamwera
ALN13289|Anadyr_virus	ALN13289	Anadyr virus	Bunyamwera
ALN13277|Anadyr_virus	ALN13277	Anadyr virus	Bunyamwera
ALN13317|Anadyr_virus	ALN13317	Anadyr virus	Bunyamwera
ALN13325|Anadyr_virus	ALN13325	Anadyr virus	Bunyamwera
AAL37356|Bunyamwera_virus	AAL37356	Bunyamwera virus	Bunyamwera
APF29566|Batai_virus	APF29566	Batai virus	Bunyamwera
ARI46627|Laguna_Larga_virus	ARI46627	Laguna Larga virus	Bunyamwera
AXP32016|Fort_Sherman_virus	AXP32016	Fort Sherman virus	Bunyamwera
AKX73311|Bunyamwera_virus	AKX73311	Bunyamwera virus	Bunyamwera
AKX73303|Bunyamwera_virus	AKX73303	Bunyamwera virus	Bunyamwera
QJQ29395|Fort_Sherman_orthobunyavirus	QJQ29395	Fort Sherman orthobunyavirus	Bunyamwera
ACE07180|Fort_Sherman_virus	ACE07180	Fort Sherman virus	Bunyamwera
ARI46631|Maguari_virus	ARI46631	Maguari virus	Bunyamwera
AKX73307|Bunyamwera_virus	AKX73307	Bunyamwera virus	Bunyamwera
ARI46655|Fort_Sherman_virus	ARI46655	Fort Sherman virus	Bunyamwera
AXP32040|Northway_virus	AXP32040	Northway virus	Bunyamwera
CAA51855|Northway_virus	CAA51855	Northway virus	Bunyamwera
AXM42966|Northway_virus	AXM42966	Northway virus	Bunyamwera
AXU40904|Cache_Valley_virus	AXU40904	Cache Valley virus	Bunyamwera
ARI46647|Playas_virus	ARI46647	Playas virus	Bunyamwera
AKH40538|Cache_Valley_virus	AKH40538	Cache Valley virus	Bunyamwera
ARI46659|Cache_Valley_virus	ARI46659	Cache Valley virus	Bunyamwera
ARI46663|Cache_Valley_virus	ARI46663	Cache Valley virus	Bunyamwera
AKH40546|Cache_Valley_virus	AKH40546	Cache Valley virus	Bunyamwera
AKH40536|Cache_Valley_virus	AKH40536	Cache Valley virus	Bunyamwera
AKH40572|Playas_virus	AKH40572	Playas virus	Bunyamwera
ARI46671|Cache_Valley_virus	ARI46671	Cache Valley virus	Bunyamwera
ARI46643|Playas_virus	ARI46643	Playas virus	Bunyamwera
AKH40544|Cache_Valley_virus	AKH40544	Cache Valley virus	Bunyamwera
AKH40540|Cache_Valley_virus	AKH40540	Cache Valley virus	Bunyamwera
AKH40534|Cache_Valley_virus	AKH40534	Cache Valley virus	Bunyamwera
ARI46667|Cache_Valley_virus	ARI46667	Cache Valley virus	Bunyamwera
ARI46679|Cache_Valley_virus	ARI46679	Cache Valley virus	Bunyamwera
CAA51845|Cache_Valley_virus	CAA51845	Cache Valley virus	Bunyamwera
ARI46683|Cache_Valley_virus	ARI46683	Cache Valley virus	Bunyamwera
AKH40562|Cache_Valley_virus	AKH40562	Cache Valley virus	Bunyamwera
AKH40548|Cache_Valley_virus	AKH40548	Cache Valley virus	Bunyamwera
AKH40570|Cache_Valley_virus	AKH40570	Cache Valley virus	Bunyamwera
AKH40566|Cache_Valley_virus	AKH40566	Cache Valley virus	Bunyamwera
AKH40564|Cache_Valley_virus	AKH40564	Cache Valley virus	Bunyamwera
AKH40550|Cache_Valley_virus	AKH40550	Cache Valley virus	Bunyamwera
ARI46675|Cache_Valley_virus	ARI46675	Cache Valley virus	Bunyamwera
AKH40558|Cache_Valley_virus	AKH40558	Cache Valley virus	Bunyamwera
QYS16041|Cache_Valley_virus	QYS16041	Cache Valley virus	Bunyamwera
QHN12708|Cache_Valley_virus	QHN12708	Cache Valley virus	Bunyamwera
AKH40556|Cache_Valley_virus	AKH40556	Cache Valley virus	Bunyamwera
AKH40542|Cache_Valley_virus	AKH40542	Cache Valley virus	Bunyamwera
ADG62277|Cache_Valley_virus	ADG62277	Cache Valley virus	Bunyamwera
AHE74137|Cache_Valley_virus	AHE74137	Cache Valley virus	Bunyamwera
ADG62275|Cache_Valley_virus	ADG62275	Cache Valley virus	Bunyamwera
AKH40554|Cache_Valley_virus	AKH40554	Cache Valley virus	Bunyamwera
ADG62281|Cache_Valley_virus	ADG62281	Cache Valley virus	Bunyamwera
AKH40560|Cache_Valley_virus	AKH40560	Cache Valley virus	Bunyamwera
UUJ37933|Cache_Valley_virus	UUJ37933	Cache Valley virus	Bunyamwera
AKH40552|Cache_Valley_virus	AKH40552	Cache Valley virus	Bunyamwera
AKH40568|Cache_Valley_virus	AKH40568	Cache Valley virus	Bunyamwera
ADG62279|Cache_Valley_virus	ADG62279	Cache Valley virus	Bunyamwera
ADG62283|Cache_Valley_virus	ADG62283	Cache Valley virus	Bunyamwera
AHE74133|Cache_Valley_virus	AHE74133	Cache Valley virus	Bunyamwera
UYS78534|Cache_Valley_virus	UYS78534	Cache Valley virus	Bunyamwera
AHE74135|Cache_Valley_virus	AHE74135	Cache Valley virus	Bunyamwera
AGI03948|Cache_Valley_virus	AGI03948	Cache Valley virus	Bunyamwera
ARI46639|Tlacotalpan_virus	ARI46639	Tlacotalpan virus	Bunyamwera
ACJ64916|Cholul_virus	ACJ64916	Cholul virus	Bunyamwera
AXP32080|Tlacotalpan_virus	AXP32080	Tlacotalpan virus	Bunyamwera
ARI46623|Maguari_virus	ARI46623	Maguari virus	Bunyamwera
QYS16042|Cache_Valley_virus	QYS16042	Cache Valley virus	Bunyamwera
AAW62369|Potosi_virus	AAW62369	Potosi virus	Bunyamwera
AXP32052|Potosi_virus	AXP32052	Potosi virus	Bunyamwera
ATJ04184|Potosi_virus	ATJ04184	Potosi virus	Bunyamwera
ACV95624|Tensaw_virus	ACV95624	Tensaw virus	Bunyamwera
AXP32068|Tensaw_virus	AXP32068	Tensaw virus	Bunyamwera
ACV95620|Tensaw_virus	ACV95620	Tensaw virus	Bunyamwera
ATJ04179|Maguari_virus	ATJ04179	Maguari virus	Bunyamwera
ARI46635|Maguari_virus	ARI46635	Maguari virus	Bunyamwera
ARI46619|Maguari_virus	ARI46619	Maguari virus	Bunyamwera
ARI46651|Playas_virus	ARI46651	Playas virus	Bunyamwera
AAA57147|Maguari_virus	AAA57147	Maguari virus	Bunyamwera
AXP32032|Main_Drain_virus	AXP32032	Main Drain virus	Bunyamwera
CAA51853|Main_Drain_virus	CAA51853	Main Drain virus	Bunyamwera
AXN72389|Lokern_virus	AXN72389	Lokern virus	Bunyamwera
AXP32056|Santa_Rosa_virus	AXP32056	Santa Rosa virus	Bunyamwera
AXP32028|Lokern_virus	AXP32028	Lokern virus	Bunyamwera
AXP32036|Main_Drain_virus	AXP32036	Main Drain virus	Bunyamwera
AFY52615|Batai_virus	AFY52615	Batai virus	Bunyamwera
AXP32004|Bozo_virus	AXP32004	Bozo virus	Bunyamwera
CAM97975|Bunyamwera_virus	CAM97975	Bunyamwera virus	Bunyamwera
AXZ96252|Bozo_virus	AXZ96252	Bozo virus	Bunyamwera
AGU99594|Ilesha_virus	AGU99594	Ilesha virus	Bunyamwera
AGM34027|Ilesha_virus	AGM34027	Ilesha virus	Bunyamwera
AAW62367|Ilesha_virus	AAW62367	Ilesha virus	Bunyamwera
AAT01933|Mboke_virus	AAT01933	Mboke virus	Bunyamwera
QNS29910|Ilesha_virus	QNS29910	Ilesha virus	Bunyamwera
CAM98680|Ilesha_virus	CAM98680	Ilesha virus	Bunyamwera
CAM98681|Ilesha_virus	CAM98681	Ilesha virus	Bunyamwera
CAM98682|Nyando_virus	CAM98682	Nyando virus	Nyando
AGM34031|Ngari_virus	AGM34031	Ngari virus	Bunyamwera
UAM96498|Ngari_virus	UAM96498	Ngari virus	Bunyamwera
UZN01458|Ngari_virus	UZN01458	Ngari virus	Bunyamwera
UZN01459|Ngari_virus	UZN01459	Ngari virus	Bunyamwera
UFE16445|Ngari_virus	UFE16445	Ngari virus	Bunyamwera
UZN01460|Ngari_virus	UZN01460	Ngari virus	Bunyamwera
UFE16448|Ngari_virus	UFE16448	Ngari virus	Bunyamwera
UZN01461|Ngari_virus	UZN01461	Ngari virus	Bunyamwera
UAM96501|Ngari_virus	UAM96501	Ngari virus	Bunyamwera
AFY23381|Ngari_virus	AFY23381	Ngari virus	Bunyamwera
AAT01936|Ngari_virus	AAT01936	Ngari virus	Bunyamwera
AII99849|Ngari_virus	AII99849	Ngari virus	Bunyamwera
QSV52390|Bunyamwera_orthobunyavirus	QSV52390	Bunyamwera orthobunyavirus	Bunyamwera
QSV52387|Bunyamwera_orthobunyavirus	QSV52387	Bunyamwera orthobunyavirus	Bunyamwera
QSV52388|Bunyamwera_orthobunyavirus	QSV52388	Bunyamwera orthobunyavirus	Bunyamwera
QSV52389|Bunyamwera_orthobunyavirus	QSV52389	Bunyamwera orthobunyavirus	Bunyamwera
CAM97978|M_Poko_virus	CAM97978	M_Poko virus	Turlock
CAM98679|Bunyamwera_virus	CAM98679	Bunyamwera virus	Bunyamwera
AFY23389|Ngari_virus	AFY23389	Ngari virus	Bunyamwera
AXP32008|Bunyamwera_virus	AXP32008	Bunyamwera virus	Bunyamwera
BAA00261|Bunyamwera_virus	BAA00261	Bunyamwera virus	Bunyamwera
AIZ49770|Ngari_virus	AIZ49770	Ngari virus	Bunyamwera
AIZ49772|Bunyamwera_virus	AIZ49772	Bunyamwera virus	Bunyamwera
AIZ49774|Bunyamwera_virus	AIZ49774	Bunyamwera virus	Bunyamwera
AIZ49766|Ngari_virus	AIZ49766	Ngari virus	Bunyamwera
AIZ49768|Ngari_virus	AIZ49768	Ngari virus	Bunyamwera
UZT55179|Orthobunyavirus_sp.	UZT55179	Orthobunyavirus sp.	Group C
AFY23385|Ngari_virus	AFY23385	Ngari virus	Bunyamwera
AEQ54729|Bunyamwera_virus	AEQ54729	Bunyamwera virus	Bunyamwera
AFY23377|Ngari_virus	AFY23377	Ngari virus	Bunyamwera
AFY23373|Ngari_virus	AFY23373	Ngari virus	Bunyamwera
UEP19798|Bunyamwera_orthobunyavirus	UEP19798	Bunyamwera orthobunyavirus	Bunyamwera
UEP19795|Bunyamwera_orthobunyavirus	UEP19795	Bunyamwera orthobunyavirus	Bunyamwera
ACE07184|Shokwe_virus	ACE07184	Shokwe virus	Bunyamwera
AXP32064|Shokwe_virus	AXP32064	Shokwe virus	Bunyamwera
CAM97977|Bozo_virus	CAM97977	Bozo virus	Bunyamwera
AXZ96248|Birao_virus	AXZ96248	Birao virus	Bunyamwera
AXP32000|Birao_virus	AXP32000	Birao virus	Bunyamwera
CAM98683|Ingwavuma_virus	CAM98683	Ingwavuma virus	Simbu
CAM97976|Birao_virus	CAM97976	Birao virus	Bunyamwera
CAM97979|Nola_virus	CAM97979	Nola virus	Bakau
ACE07182|Xingu_virus	ACE07182	Xingu virus	Bunyamwera
AIA08882|Ebinur_lake_virus	AIA08882	Ebinur lake virus	Bunyamwera
WBY50516|Ebinur_lake_virus	WBY50516	Ebinur lake virus	Bunyamwera
AAA87603|Germiston_virus	AAA87603	Germiston virus	Bunyamwera
WAD86910|Ebinur_lake_virus	WAD86910	Ebinur lake virus	Bunyamwera
WAD86905|Ebinur_lake_virus	WAD86905	Ebinur lake virus	Bunyamwera
AQV08289|Tucunduba_virus	AQV08289	Tucunduba virus	Wyeomyia
AQV08283|Tucunduba_virus	AQV08283	Tucunduba virus	Wyeomyia
AQV08286|Tucunduba_virus	AQV08286	Tucunduba virus	Wyeomyia
CAG27072|Bunyamwera_virus	CAG27072	Bunyamwera virus	Bunyamwera
AEZ35272|Tucunduba_virus	AEZ35272	Tucunduba virus	Wyeomyia
AEZ35269|Taiassui_virus	AEZ35269	Taiassui virus	Wyeomyia
AEZ35275|Wyeomyia_orthobunyavirus	AEZ35275	Wyeomyia orthobunyavirus	Wyeomyia
AEZ35279|Wyeomyia_virus_strain_Darien	AEZ35279	Wyeomyia virus strain Darien	Wyeomyia
ACN94406|Wyeomyia_orthobunyavirus	ACN94406	Wyeomyia orthobunyavirus	Wyeomyia
AXP32084|Wyeomyia_orthobunyavirus	AXP32084	Wyeomyia orthobunyavirus	Wyeomyia
AEZ35276|Wyeomyia_virus_strain_TRVL8349	AEZ35276	Wyeomyia virus strain TRVL8349	Wyeomyia
AEZ35263|Macaua_virus	AEZ35263	Macaua virus	Wyeomyia
AEZ35285|Cachoeira_Porteira_virus	AEZ35285	Cachoeira Porteira virus	Wyeomyia
AEZ35266|Sororoca_virus	AEZ35266	Sororoca virus	Wyeomyia
AEZ35260|Iaco_virus	AEZ35260	Iaco virus	Wyeomyia
AEZ35260|Iaco_virus	AEZ35260	Iaco virus	Bunyamwera
AEZ35257|Anhembi_virus	AEZ35257	Anhembi virus	Wyeomyia
AKC42520|Guaroa_virus	AKC42520	Guaroa virus	California
AKC42487|Guaroa_virus	AKC42487	Guaroa virus	California
AKC42499|Guaroa_virus	AKC42499	Guaroa virus	California
AKC42483|Guaroa_virus	AKC42483	Guaroa virus	California
CAA51847|Guaroa_virus	CAA51847	Guaroa virus	California
AKC42507|Guaroa_virus	AKC42507	Guaroa virus	California
AKC42479|Guaroa_virus	AKC42479	Guaroa virus	California
AKC42491|Guaroa_virus	AKC42491	Guaroa virus	California
AKC42495|Guaroa_virus	AKC42495	Guaroa virus	California
AKC42511|Guaroa_virus	AKC42511	Guaroa virus	California
AKC42475|Guaroa_virus	AKC42475	Guaroa virus	California
AKC42515|Guaroa_virus	AKC42515	Guaroa virus	California
AKC42503|Guaroa_virus	AKC42503	Guaroa virus	California
AXU40900|Kairi_virus	AXU40900	Kairi virus	Bunyamwera
AXP32024|Kairi_virus	AXP32024	Kairi virus	Bunyamwera
CAA51849|Kairi_virus	CAA51849	Kairi virus	Bunyamwera
ALC78366|Kairi_virus	ALC78366	Kairi virus	Bunyamwera
ACJ64917|Kairi_virus	ACJ64917	Kairi virus	Bunyamwera
AJT55737|Tete_orthobunyavirus	AJT55737	Tete orthobunyavirus	Tete
AKO90195|Tete_orthobunyavirus	AKO90195	Tete orthobunyavirus	Tete
QLA46989|Batama_virus	QLA46989	Batama virus	Tete
AED98378|I612045_virus	AED98378	I612045 virus	Tete
AJR27941|Bahig_virus	AJR27941	Bahig virus	Tete
AKO90186|Bahig_virus	AKO90186	Bahig virus	Tete
AKO90201|Matruh_virus	AKO90201	Matruh virus	Tete
AEE01389|Oyo_virus	AEE01389	Oyo virus	Ungrouped
QBH98894|Ness_Ziona_virus	QBH98894	Ness Ziona virus	Ungrouped
QLA46876|Weldona_virus	QLA46876	Weldona virus	Tete
QLA47076|Bushbush_virus	QLA47076	Bushbush virus	Capim
QLA47052|Moriche_virus	QLA47052	Moriche virus	Capim
QLA47062|Juan_Diaz_virus	QLA47062	Juan Diaz virus	Capim
QLA46958|Guajara_orthobunyavirus	QLA46958	Guajara orthobunyavirus	Capim
AMR98958|Capim_virus	AMR98958	Capim virus	Capim
ALP92390|Capim_virus	ALP92390	Capim virus	Capim
AKO90189|Guajara_orthobunyavirus	AKO90189	Guajara orthobunyavirus	Capim
QLA47106|Acara_virus	QLA47106	Acara virus	Capim
QLA47085|Benevides_virus	QLA47085	Benevides virus	Capim
QLA47082|Benfica_virus	QLA47082	Benfica virus	Capim
AKO90190|Guama_virus	AKO90190	Guama virus	Guama
AKO90188|Catu_virus	AKO90188	Catu virus	Guama
AKO90187|Bimiti_virus	AKO90187	Bimiti virus	Guama
AKO90193|Moju_virus	AKO90193	Moju virus	Guama
AXY55024|Ananindeua_virus	AXY55024	Ananindeua virus	Guama
APM83097|Ananindeua_virus	APM83097	Ananindeua virus	Guama
QLA46999|Ananindeua_virus	QLA46999	Ananindeua virus	Guama
ALP92133|Mahogany_hammock_virus	ALP92133	Mahogany hammock virus	Guama
QLA47012|Timboteua_virus	QLA47012	Timboteua virus	Guama
QLA46925|Minatitlan_virus	QLA46925	Minatitlan virus	Minatitlan
QLA47079|Bertioga_virus	QLA47079	Bertioga virus	Guama
QLA47073|Cananeia_virus	QLA47073	Cananeia virus	Guama
QLA47068|Guaratuba_virus	QLA47068	Guaratuba virus	Guama
QLA47065|Itimirim_virus	QLA47065	Itimirim virus	Guama
QLA46922|Mirim_virus	QLA46922	Mirim virus	Guama
APM83100|Mirim_virus	APM83100	Mirim virus	Guama
QLA47099|Mirim-like_virus	QLA47099	Mirim-like virus	Guama
AXP33554|Zegla_virus	AXP33554	Zegla virus	Patois
QLA46870|Zegla_virus	QLA46870	Zegla virus	Patois
QLA46899|Patois_virus	QLA46899	Patois virus	Patois
AXP33555|Patois_virus	AXP33555	Patois virus	Patois
AXP33551|Shark_River_virus	AXP33551	Shark River virus	Patois
QLA47042|Pahayokee_virus	QLA47042	Pahayokee virus	Patois
AXP33547|Abras_virus	AXP33547	Abras virus	Patois
AXP31989|Babahoya_virus	AXP31989	Babahoya virus	Patois
QLA47003|Abras_virus	QLA47003	Abras virus	Patois
AXP33549|Babahoya_virus	AXP33549	Babahoya virus	Patois
ANI69986|Bellavista_virus	ANI69986	Bellavista virus	Guama
QLA46969|Enseada_virus	QLA46969	Enseada virus	Ungrouped
AMR98955|Enseada_virus	AMR98955	Enseada virus	Ungrouped
AKB96248|Murutucu_virus	AKB96248	Murutucu virus	Group C
QLA46905|Oriboca_virus	QLA46905	Oriboca virus	Group C
QLA46903|Oriboca_virus	QLA46903	Oriboca virus	Group C
AVX48968|Murutucu_virus	AVX48968	Murutucu virus	Group C
AVX48976|Oriboca_virus	AVX48976	Oriboca virus	Group C
AGW82132|Oriboca_virus	AGW82132	Oriboca virus	Group C
QLA46919|Murutucu_virus	QLA46919	Murutucu virus	Group C
AKB96250|Restan_virus	AKB96250	Restan virus	Group C
QLA46891|Restan_virus	QLA46891	Restan virus	Group C
QLA46929|Marituba_virus	QLA46929	Marituba virus	Group C
AVX48960|Madrid_virus	AVX48960	Madrid virus	Group C
AVX48964|Marituba_virus	AVX48964	Marituba virus	Group C
AGW82128|Marituba_virus	AGW82128	Marituba virus	Group C
ACZ65466|Apeu_virus	ACZ65466	Apeu virus	Group C
AVX48948|Apeu_virus	AVX48948	Apeu virus	Group C
AGW82143|Marituba_virus	AGW82143	Marituba virus	Group C
AWU66160|Orthobunyavirus_sp.	AWU66160	Orthobunyavirus sp.	Group C
AKB96252|Nepuyo_virus	AKB96252	Nepuyo virus	Group C
AVX48972|Nepuyo_virus	AVX48972	Nepuyo virus	Group C
QLA46915|Nepuyo_virus	QLA46915	Nepuyo virus	Group C
AKB96257|Gumbo_Limbo_virus	AKB96257	Gumbo Limbo virus	Group C
QLA46955|Gumbo_Limbo_virus	QLA46955	Gumbo Limbo virus	Group C
QLA46933|Madrid_virus	QLA46933	Madrid virus	Group C
AGW82140|Madrid_virus	AGW82140	Madrid virus	Group C
QLA46881|Vinces_virus	QLA46881	Vinces virus	Group C
AKB96254|Bruconha_virus	AKB96254	Bruconha virus	Group C
QLA46980|Bruconha_virus	QLA46980	Bruconha virus	Group C
AGW82155|Orthobunyavirus_FSL2923	AGW82155	Orthobunyavirus FSL2923	Group C
AJZ73169|Itaya_virus	AJZ73169	Itaya virus	Group C
AWU66124|Orthobunyavirus_sp.	AWU66124	Orthobunyavirus sp.	Group C
AGW82151|Caraparu_virus	AGW82151	Caraparu virus	Group C
QLA46973|Caraparu_virus	QLA46973	Caraparu virus	Group C
AVX48952|Caraparu_virus	AVX48952	Caraparu virus	Group C
AGW82136|Caraparu_virus	AGW82136	Caraparu virus	Group C
QLA46948|Itaqui_virus	QLA46948	Itaqui virus	Group C
AVX48956|Itaqui_virus	AVX48956	Itaqui virus	Group C
AGW82147|Caraparu_virus	AGW82147	Caraparu virus	Group C
AGW82160|Caraparu_virus	AGW82160	Caraparu virus	Group C
AWU66156|Orthobunyavirus_sp.	AWU66156	Orthobunyavirus sp.	Group C
AWU66168|Orthobunyavirus_sp.	AWU66168	Orthobunyavirus sp.	Group C
QCY54398|Umbre_virus	QCY54398	Umbre virus	Turlock
AKO90197|Umbre_virus	AKO90197	Umbre virus	Turlock
QHA34089|Umbre_virus	QHA34089	Umbre virus	Turlock
QHA34171|Umbre_virus	QHA34171	Umbre virus	Turlock
QCY54409|Umbre_virus	QCY54409	Umbre virus	Turlock
QCY54406|Umbre_virus	QCY54406	Umbre virus	Turlock
QCY54404|Umbre_virus	QCY54404	Umbre virus	Turlock
QLA46943|Lednice_virus	QLA46943	Lednice virus	Turlock
QFR36978|Lednice_virus	QFR36978	Lednice virus	Turlock
QFR36980|Lednice_virus	QFR36980	Lednice virus	Turlock
QFR36977|Lednice_virus	QFR36977	Lednice virus	Turlock
QLA46936|M_Poko_virus	QLA46936	M Poko virus	Turlock
QLA46839|Turlock_orthobunyavirus	QLA46839	Turlock orthobunyavirus	Turlock
QLA47006|wongal_virus	QLA47006	wongal virus	Koongol
AKO90191|Koongol_virus	AKO90191	Koongol virus	Koongol
WAD86871|Botambi_virus	WAD86871	Botambi virus	Ungrouped
QLA47059|Ketapang_virus	QLA47059	Ketapang virus	Bakau
QLA46993|Bakau_virus	QLA46993	Bakau virus	Bakau
QLA46911|Nola_virus	QLA46911	Nola virus	Bakau
QLA47020|Telok_Forest_virus	QLA47020	Telok Forest virus	Tanjong Rabok
AKO90199|Witwatersrand_virus	AKO90199	Witwatersrand virus	Ungrouped
QLA47033|San_Juan_virus	QLA47033	San Juan virus	Gamboa
QLA46961|Gamboa_virus	QLA46961	Gamboa virus	Gamboa
QLA46894|Pueblo_Viejo_virus	QLA46894	Pueblo Viejo virus	Gamboa
ATB53319|Pueblo_Viejo_virus	ATB53319	Pueblo Viejo virus	Gamboa
AIS74650|Calchaqui_virus	AIS74650	Calchaqui virus	Gamboa
ATB53313|Gamboa_virus	ATB53313	Gamboa virus	Gamboa
ATB53321|Gamboa_virus	ATB53321	Gamboa virus	Gamboa
ATB53311|Gamboa_virus	ATB53311	Gamboa virus	Gamboa
ATB53309|Gamboa_virus	ATB53309	Gamboa virus	Gamboa
AVG72382|Gamboa_virus	AVG72382	Gamboa virus	Gamboa
ATB53317|Gamboa_virus	ATB53317	Gamboa virus	Gamboa
AIS74652|Alajuela_virus	AIS74652	Alajuela virus	Gamboa
AMD82971|Gamboa_virus	AMD82971	Gamboa virus	Gamboa
AMD82967|Gamboa_virus	AMD82967	Gamboa virus	Gamboa
AMD82969|Gamboa_virus	AMD82969	Gamboa virus	Gamboa
AIS74644|Gamboa_virus	AIS74644	Gamboa virus	Gamboa
ATB53315|Gamboa_virus	ATB53315	Gamboa virus	Gamboa
AMD82965|Gamboa_virus	AMD82965	Gamboa virus	Gamboa
AIS74648|Gamboa_virus	AIS74648	Gamboa virus	Gamboa
AIS74646|Gamboa_virus	AIS74646	Gamboa virus	Gamboa
ASY08208|Tacaiuma_orthobunyavirus	ASY08208	Tacaiuma orthobunyavirus	Anopheles A
ASY08206|Tacaiuma_orthobunyavirus	ASY08206	Tacaiuma orthobunyavirus	Anopheles A
ASY08207|Tacaiuma_orthobunyavirus	ASY08207	Tacaiuma orthobunyavirus	Anopheles A
ASY08204|Tacaiuma_orthobunyavirus	ASY08204	Tacaiuma orthobunyavirus	Anopheles A
ASY08205|Tacaiuma_orthobunyavirus	ASY08205	Tacaiuma orthobunyavirus	Anopheles A
QLA46887|Tacaiuma_orthobunyavirus	QLA46887	Tacaiuma orthobunyavirus	Anopheles A
QLA46986|Boraceia_virus	QLA46986	Boraceia virus	Anopheles B
QLA46983|Boraceia_virus	QLA46983	Boraceia virus	Anopheles B
QLA46996|Anopheles_B_virus	QLA46996	Anopheles B virus	Anopheles B
QLA47055|Las_Maloyas_virus	QLA47055	Las Maloyas virus	Anopheles A
QLA46940|Lukuni_virus	QLA46940	Lukuni virus	Anopheles A
ATJ04176|Anopheles_A_virus	ATJ04176	Anopheles A virus	Anopheles A
AKO90192|Lukuni_virus	AKO90192	Lukuni virus	Anopheles A
AZM68669|Triniti_virus	AZM68669	Triniti virus	Ungrouped
AZM68668|Triniti_virus	AZM68668	Triniti virus	Ungrouped
AZM68670|Triniti_virus	AZM68670	Triniti virus	Ungrouped
QLA47096|Bangui_virus	QLA47096	Bangui virus	Ungrouped
ABT-DRC594|Bangui_virus	ABT-DRC594	Bangui virus	Ungrouped
AYC76692|Nyangole_orthobunyavirus	AYC76692	Nyangole orthobunyavirus	Ungrouped
QLA46884|Tataguine_virus	QLA46884	Tataguine virus	Tanga
ATI21261|Tataguine_virus	ATI21261	Tataguine virus	Tanga
UZT55176|Tataguine_virus	UZT55176	Tataguine virus	Tanga
AJT55740|Tataguine_virus	AJT55740	Tataguine virus	Tanga
AKO90194|Tataguine_virus	AKO90194	Tataguine virus	Tanga
AXS76879|Tataguine_virus	AXS76879	Tataguine virus	Tanga
QLA47049|Okola_virus	QLA47049	Okola virus	Tanga
QLA47023|Tanga_virus	QLA47023	Tanga virus	Tanga
AHL27171|Khurdun_virus	AHL27171	Khurdun virus	NA
